frame_num,pmu_id,stream_id,frame_score,normalized_score,rule_severity,classification,final_severity,confidence,assessment,corrupted,rules_triggered,cyber_score,fault_score,disturbance_score,disturbance_raw_score,suspicious_count,dominant_reason
4565,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,7.39,0.0,12.42,30,Cyber anomaly score exceeded attack threshold
4566,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.57,0.0,14.4,30,Cyber anomaly score exceeded attack threshold
4567,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,13.09,15.4,15.4,30,Cyber anomaly score exceeded attack threshold
4568,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.44,0.0,14.19,30,Cyber anomaly score exceeded attack threshold
4569,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.35,0.0,14.04,30,Cyber anomaly score exceeded attack threshold
4570,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.36,0.0,14.05,30,Cyber anomaly score exceeded attack threshold
4571,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.84,0.0,14.86,30,Cyber anomaly score exceeded attack threshold
4572,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,12.86,15.13,15.13,30,Cyber anomaly score exceeded attack threshold
4573,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,12.77,15.02,15.02,30,Cyber anomaly score exceeded attack threshold
4574,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,12.95,15.24,15.24,30,Cyber anomaly score exceeded attack threshold
4575,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.88,0.0,14.93,30,Cyber anomaly score exceeded attack threshold
4576,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.91,0.0,14.97,30,Cyber anomaly score exceeded attack threshold
4577,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,12.84,15.11,15.11,30,Cyber anomaly score exceeded attack threshold
4578,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.44,0.0,14.19,30,Cyber anomaly score exceeded attack threshold
4579,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.48,0.0,14.25,30,Cyber anomaly score exceeded attack threshold
4580,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.6,0.0,14.46,30,Cyber anomaly score exceeded attack threshold
4581,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,13.06,15.37,15.37,30,Cyber anomaly score exceeded attack threshold
4582,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,12.81,15.07,15.07,30,Cyber anomaly score exceeded attack threshold
4583,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.81,0.0,14.8,30,Cyber anomaly score exceeded attack threshold
4584,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.7,0.0,14.62,30,Cyber anomaly score exceeded attack threshold
4585,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,12.82,15.08,15.08,30,Cyber anomaly score exceeded attack threshold
4586,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,12.82,15.08,15.08,30,Cyber anomaly score exceeded attack threshold
4587,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.92,0.0,14.99,30,Cyber anomaly score exceeded attack threshold
4588,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.76,0.0,14.73,30,Cyber anomaly score exceeded attack threshold
4589,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.53,0.0,14.33,30,Cyber anomaly score exceeded attack threshold
4590,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.59,0.0,14.44,30,Cyber anomaly score exceeded attack threshold
4591,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.32,0.0,13.98,30,Cyber anomaly score exceeded attack threshold
4592,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.06,0.0,13.54,30,Cyber anomaly score exceeded attack threshold
4593,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.13,0.0,13.66,30,Cyber anomaly score exceeded attack threshold
4594,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,7.98,0.0,13.41,30,Cyber anomaly score exceeded attack threshold
4595,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.06,0.0,13.55,30,Cyber anomaly score exceeded attack threshold
4596,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,12.84,15.11,15.11,30,Cyber anomaly score exceeded attack threshold
4597,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.8,0.0,14.79,30,Cyber anomaly score exceeded attack threshold
4598,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.88,0.0,14.92,30,Cyber anomaly score exceeded attack threshold
4599,1,1,55.0,0.55,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SEQ_ORDER_38,39.6,8.84,0.0,14.86,30,Cyber anomaly score exceeded attack threshold
4600,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,13.88,16.33,16.33,30,"Replay, timing, or sequence anomalies occurred together"
4601,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,13.74,16.16,16.16,30,"Replay, timing, or sequence anomalies occurred together"
4602,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.71,0.0,14.64,30,"Replay, timing, or sequence anomalies occurred together"
4603,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.51,0.0,14.31,30,"Replay, timing, or sequence anomalies occurred together"
4604,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.41,0.0,14.14,30,"Replay, timing, or sequence anomalies occurred together"
4605,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.26,0.0,13.88,30,"Replay, timing, or sequence anomalies occurred together"
4606,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.07,0.0,13.57,30,"Replay, timing, or sequence anomalies occurred together"
4607,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.14,0.0,13.68,30,"Replay, timing, or sequence anomalies occurred together"
4608,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.36,0.0,14.05,30,"Replay, timing, or sequence anomalies occurred together"
4609,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,7.82,0.0,13.15,30,"Replay, timing, or sequence anomalies occurred together"
4610,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.18,0.0,13.74,30,"Replay, timing, or sequence anomalies occurred together"
4611,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.1,0.0,13.61,30,"Replay, timing, or sequence anomalies occurred together"
4612,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.22,0.0,13.82,30,"Replay, timing, or sequence anomalies occurred together"
4613,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.09,0.0,13.6,30,"Replay, timing, or sequence anomalies occurred together"
4614,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.09,0.0,13.59,30,"Replay, timing, or sequence anomalies occurred together"
4615,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,7.94,0.0,13.34,30,"Replay, timing, or sequence anomalies occurred together"
4616,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.19,0.0,13.76,30,"Replay, timing, or sequence anomalies occurred together"
4617,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,7.92,0.0,13.31,30,"Replay, timing, or sequence anomalies occurred together"
4618,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,7.84,0.0,13.17,30,"Replay, timing, or sequence anomalies occurred together"
4619,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.09,0.0,13.59,30,"Replay, timing, or sequence anomalies occurred together"
4620,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,13.12,15.43,15.43,30,"Replay, timing, or sequence anomalies occurred together"
4621,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,12.78,15.04,15.04,30,"Replay, timing, or sequence anomalies occurred together"
4622,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.46,0.0,14.22,30,"Replay, timing, or sequence anomalies occurred together"
4623,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.39,0.0,14.1,30,"Replay, timing, or sequence anomalies occurred together"
4624,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.44,0.0,14.19,30,"Replay, timing, or sequence anomalies occurred together"
4625,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.84,0.0,14.86,30,"Replay, timing, or sequence anomalies occurred together"
4626,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.52,0.0,14.32,30,"Replay, timing, or sequence anomalies occurred together"
4627,1,1,70.2,0.702,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_DELAY_INSTABILITY_15;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,58.6,8.79,0.0,14.77,30,"Replay, timing, or sequence anomalies occurred together"
4628,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,8.67,0.0,14.57,30,"Replay, timing, or sequence anomalies occurred together"
4629,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,8.38,0.0,14.08,30,"Replay, timing, or sequence anomalies occurred together"
4630,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,8.23,0.0,13.84,30,"Replay, timing, or sequence anomalies occurred together"
4631,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,8.06,0.0,13.55,30,"Replay, timing, or sequence anomalies occurred together"
4632,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,8.12,0.0,13.64,30,"Replay, timing, or sequence anomalies occurred together"
4633,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,8.21,0.0,13.79,30,"Replay, timing, or sequence anomalies occurred together"
4634,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,8.26,0.0,13.89,30,"Replay, timing, or sequence anomalies occurred together"
4635,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,8.53,0.0,14.33,30,"Replay, timing, or sequence anomalies occurred together"
4636,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,8.5,0.0,14.28,30,"Replay, timing, or sequence anomalies occurred together"
4637,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,8.16,0.0,13.71,30,"Replay, timing, or sequence anomalies occurred together"
4638,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,8.22,0.0,13.81,30,"Replay, timing, or sequence anomalies occurred together"
4639,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,8.33,0.0,14.0,30,"Replay, timing, or sequence anomalies occurred together"
4640,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,13.3,15.65,15.65,30,"Replay, timing, or sequence anomalies occurred together"
4641,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,8.81,0.0,14.81,30,"Replay, timing, or sequence anomalies occurred together"
4642,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,8.65,0.0,14.53,30,"Replay, timing, or sequence anomalies occurred together"
4643,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,8.61,0.0,14.47,30,"Replay, timing, or sequence anomalies occurred together"
4644,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,8.69,0.0,14.61,30,"Replay, timing, or sequence anomalies occurred together"
4645,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,13.4,15.76,15.76,30,"Replay, timing, or sequence anomalies occurred together"
4646,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,13.72,16.14,16.14,30,"Replay, timing, or sequence anomalies occurred together"
4647,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,13.02,15.32,15.32,30,"Replay, timing, or sequence anomalies occurred together"
4648,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,13.01,15.3,15.3,30,"Replay, timing, or sequence anomalies occurred together"
4649,1,1,69.0,0.69,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,SOFT_JITTER_12;HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,57.1,13.15,15.47,15.47,30,"Replay, timing, or sequence anomalies occurred together"
4650,1,1,60.6,0.606,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,46.6,15.19,17.87,17.87,30,"Replay, timing, or sequence anomalies occurred together"
4651,1,1,60.6,0.606,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,46.6,15.01,17.66,17.66,30,"Replay, timing, or sequence anomalies occurred together"
4652,1,1,60.6,0.606,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,46.6,14.34,16.87,16.87,30,"Replay, timing, or sequence anomalies occurred together"
4653,1,1,60.6,0.606,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,46.6,14.12,16.61,16.61,30,"Replay, timing, or sequence anomalies occurred together"
4654,1,1,60.6,0.606,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,46.6,14.36,16.9,16.9,30,"Replay, timing, or sequence anomalies occurred together"
4655,1,1,60.6,0.606,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,46.6,14.47,17.02,17.02,30,"Replay, timing, or sequence anomalies occurred together"
4656,1,1,60.6,0.606,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,46.6,14.19,16.7,16.7,30,"Replay, timing, or sequence anomalies occurred together"
4657,1,1,60.6,0.606,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,46.6,14.34,16.87,16.87,30,"Replay, timing, or sequence anomalies occurred together"
4658,1,1,60.6,0.606,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,46.6,14.7,17.29,17.29,30,"Replay, timing, or sequence anomalies occurred together"
4659,1,1,60.6,0.606,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,46.6,14.42,16.97,16.97,30,"Replay, timing, or sequence anomalies occurred together"
4660,1,1,60.6,0.606,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,46.6,14.71,17.31,17.31,30,"Replay, timing, or sequence anomalies occurred together"
4661,1,1,60.6,0.606,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,46.6,14.36,16.89,16.89,30,"Replay, timing, or sequence anomalies occurred together"
4662,1,1,60.6,0.606,HIGH,ATTACK,CRITICAL,0.99,HIGHLY SUSPICIOUS,False,HARD_SILENCE_13;SOFT_TIMING_DRIFT_16;SEQ_ORDER_38,46.6,14.31,16.83,16.83,30,"Replay, timing, or sequence anomalies occurred together"
